path	bytes	subsystem	artifact_kind	responsibility	key_symbols_or_surface	expected_depth	actual_depth	status	inspector	evidence_refs	issue_ids	limitations_or_exclusion_reason
backend\auth-service\src\main\java\com\skbingegalaxy\auth\service\CaptchaValidationService.java	370	backend/auth-service	backend-service	domain/application transaction logic	CaptchaValidationService	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\auth-service\src\main\java\com\skbingegalaxy\auth\service\CelebrationReminderService.java	10492	backend/auth-service	backend-service	domain/application transaction logic	CelebrationReminderService	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\auth-service\src\main\java\com\skbingegalaxy\auth\service\EmailVerificationService.java	12015	backend/auth-service	backend-service	domain/application transaction logic	EmailVerificationService	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\auth-service\src\main\java\com\skbingegalaxy\auth\service\impl\RecaptchaValidationService.java	2786	backend/auth-service	backend-service	domain/application transaction logic	RecaptchaValidationService	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\auth-service\src\main\java\com\skbingegalaxy\auth\service\impl\StubCaptchaValidationService.java	743	backend/auth-service	backend-service	domain/application transaction logic	StubCaptchaValidationService	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\auth-service\src\main\java\com\skbingegalaxy\auth\service\PasswordHistoryService.java	2658	backend/auth-service	backend-service	domain/application transaction logic	PasswordHistoryService	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\auth-service\src\main\java\com\skbingegalaxy\auth\service\PasswordResetTokenCleanupService.java	1827	backend/auth-service	backend-service	domain/application transaction logic	PasswordResetTokenCleanupService	A	B	partial	Prior audit + Codex census	final-file-coverage census		SENSITIVE - names/patterns only; values redacted
backend\auth-service\src\main\java\com\skbingegalaxy\auth\service\PwnedPasswordService.java	4114	backend/auth-service	backend-service	domain/application transaction logic	PwnedPasswordService	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\auth-service\src\main\java\com\skbingegalaxy\auth\service\SessionRevocationCache.java	2690	backend/auth-service	backend-service	domain/application transaction logic	SessionRevocationCache	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\auth-service\src\main\java\com\skbingegalaxy\auth\service\TokenRevocationService.java	4967	backend/auth-service	backend-service	domain/application transaction logic	TokenRevocationService	A	B	partial	Prior audit + Codex census	final-file-coverage census		SENSITIVE - names/patterns only; values redacted
backend\auth-service\src\main\java\com\skbingegalaxy\auth\service\TotpService.java	12608	backend/auth-service	backend-service	domain/application transaction logic	TotpService	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\auth-service\src\main\java\com\skbingegalaxy\auth\service\UserAnonymizationService.java	7800	backend/auth-service	backend-service	domain/application transaction logic	UserAnonymizationService	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\auth-service\src\main\java\com\skbingegalaxy\auth\service\UserSessionService.java	10486	backend/auth-service	backend-service	domain/application transaction logic	UserSessionService	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\auth-service\src\main\resources\application.yml	1709	backend/auth-service	configuration	build/runtime/deployment configuration	application	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\auth-service\src\main\resources\application-kubernetes.yml	406	backend/auth-service	configuration	build/runtime/deployment configuration	application-kubernetes	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\auth-service\src\main\resources\db\migration\V1__init_schema.sql	1576	backend/auth-service	flyway-migration	relational schema evolution	V1__init_schema	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\auth-service\src\main\resources\db\migration\V10__pending_email_change.sql	582	backend/auth-service	flyway-migration	relational schema evolution	V10__pending_email_change	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\auth-service\src\main\resources\db\migration\V11__add_admin_personal_phone.sql	1047	backend/auth-service	flyway-migration	relational schema evolution	V11__add_admin_personal_phone	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\auth-service\src\main\resources\db\migration\V12__otp_brute_force_lockout.sql	702	backend/auth-service	flyway-migration	relational schema evolution	V12__otp_brute_force_lockout	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\auth-service\src\main\resources\db\migration\V13__authority_grants_and_resource_locks.sql	3837	backend/auth-service	flyway-migration	relational schema evolution	V13__authority_grants_and_resource_locks	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\auth-service\src\main\resources\db\migration\V14__pii_consent_and_soft_delete.sql	1512	backend/auth-service	flyway-migration	relational schema evolution	V14__pii_consent_and_soft_delete	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\auth-service\src\main\resources\db\migration\V15__webauthn_super_admin.sql	1728	backend/auth-service	flyway-migration	relational schema evolution	V15__webauthn_super_admin	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\auth-service\src\main\resources\db\migration\V16__temp_password_onboarding.sql	1393	backend/auth-service	flyway-migration	relational schema evolution	V16__temp_password_onboarding	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\auth-service\src\main\resources\db\migration\V17__seed_legal_terms_content.sql	1545	backend/auth-service	flyway-migration	relational schema evolution	V17__seed_legal_terms_content	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\auth-service\src\main\resources\db\migration\V18__guest_customer_profiles.sql	375	backend/auth-service	flyway-migration	relational schema evolution	V18__guest_customer_profiles	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\auth-service\src\main\resources\db\migration\V19__email_change_verification.sql	337	backend/auth-service	flyway-migration	relational schema evolution	V19__email_change_verification	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\auth-service\src\main\resources\db\migration\V2__account_lockout.sql	332	backend/auth-service	flyway-migration	relational schema evolution	V2__account_lockout	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\auth-service\src\main\resources\db\migration\V3__allow_null_phone.sql	137	backend/auth-service	flyway-migration	relational schema evolution	V3__allow_null_phone	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\auth-service\src\main\resources\db\migration\V4__add_shedlock.sql	313	backend/auth-service	flyway-migration	relational schema evolution	V4__add_shedlock	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\auth-service\src\main\resources\db\migration\V5__revoked_tokens.sql	864	backend/auth-service	flyway-migration	relational schema evolution	V5__revoked_tokens	A	B	partial	Prior audit + Codex census	final-file-coverage census		SENSITIVE - names/patterns only; values redacted
backend\auth-service\src\main\resources\db\migration\V6__hash_password_reset_tokens.sql	686	backend/auth-service	flyway-migration	relational schema evolution	V6__hash_password_reset_tokens	A	B	partial	Prior audit + Codex census	final-file-coverage census		SENSITIVE - names/patterns only; values redacted
backend\auth-service\src\main\resources\db\migration\V7__security_hardening.sql	7238	backend/auth-service	flyway-migration	relational schema evolution	V7__security_hardening	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\auth-service\src\main\resources\db\migration\V8__add_user_address_and_phone_country_code.sql	1703	backend/auth-service	flyway-migration	relational schema evolution	V8__add_user_address_and_phone_country_code	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\auth-service\src\main\resources\db\migration\V9__site_content.sql	362	backend/auth-service	flyway-migration	relational schema evolution	V9__site_content	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\auth-service\src\main\resources\logback-spring.xml	2347	backend/auth-service	source-or-artifact	repository asset	logback-spring	A	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\auth-service\src\test\java\com\skbingegalaxy\auth\controller\AuthControllerTest.java	21177	backend/auth-service	backend-test	backend regression evidence	AuthControllerTest	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
